NOMBRE_CLIENTE,TIPO_CLIENTE,ID_CLIENTE,EDAD,MIEMBRO_COMUNIDAD
Donnell Wilson,PROFESOR,14165,49,F
Leif Elizabeth,ESTUDIANTE,14166,89,F
Barton Tremaine,ESTUDIANTE,14167,37,T
Louise Adam,EMPLEADO,14168,23,F
Cory Winton,ESTUDIANTE,14169,70,T
Riley Andy,ESTUDIANTE,14170,40,F
Theo Jennie,ESTUDIANTE,14171,93,F
Eve Jasper,ESTUDIANTE,14172,72,F
Kason Herbert,EMPLEADO,14173,98,F
Alva Mitchel,ESTUDIANTE,14174,75,F
Millard Nora,ESTUDIANTE,14175,31,F
Ina Stephanie,PROFESOR,14176,40,F
Hazel Zack,ESTUDIANTE,14177,52,T
May Krysta,EMPLEADO,14178,95,T
Phil Carmella,ESTUDIANTE,14179,91,F
Burl Marlyn,ESTUDIANTE,14180,71,F
Demond Gretchen,ESTUDIANTE,14181,78,F
Evelina Barton,EMPLEADO,14182,19,F
Caleb David,ESTUDIANTE,14183,64,T
Richard Forrest,EMPLEADO,14184,64,F
Carey Harmony,PROFESOR,14185,57,F
Gus Margaretta,PROFESOR,14186,96,F
Larissa Uriel,ESTUDIANTE,14187,61,F
Dorine Mason,PROFESOR,14188,94,T
Erna Quentin,EMPLEADO,14189,98,F
Fay Melinda,PROFESOR,14190,31,F
Ollie Angelia,ESTUDIANTE,14191,38,T
Rhett Chris,EMPLEADO,14192,88,F
Exie Norberto,ESTUDIANTE,14193,35,F
Ellen Hermon,EMPLEADO,14194,99,T
Lavonne Alison,ESTUDIANTE,14195,30,T
Bridgette Barbara,PROFESOR,14196,93,F
Dale Nonie,ESTUDIANTE,14197,53,F
Mckinley Eddie,PROFESOR,14198,64,T
Ashli Shamika,EMPLEADO,14199,80,T
Gus Gene,EMPLEADO,14200,48,T
Raphael Magdalene,EMPLEADO,14201,38,F
Perla Edgar,ESTUDIANTE,14202,37,F
Lee Linwood,EMPLEADO,14203,35,T
Peggie Jared,ESTUDIANTE,14204,60,F
Anissa Morton,EMPLEADO,14205,54,T
Tony Dell,ESTUDIANTE,14206,59,F
Frances Ollie,PROFESOR,14207,55,T
Jason Salvatore,PROFESOR,14208,82,F
Francis Lowell,ESTUDIANTE,14209,78,T
Olga Adelia,PROFESOR,14210,51,T
Girtha Henry,PROFESOR,14211,18,T
Dexter Muriel,PROFESOR,14212,97,T
Cruz Howard,PROFESOR,14213,53,F
Georgianna Patty,PROFESOR,14214,29,T
Arlena Loretto,EMPLEADO,14215,54,T
Arminta Rudy,ESTUDIANTE,14216,36,T
Thea Louis,ESTUDIANTE,14217,68,T
Tory Jeromy,EMPLEADO,14218,91,T
Loraine Rosie,ESTUDIANTE,14219,71,F
Celeste Luther,PROFESOR,14220,87,T
Deon Vinnie,PROFESOR,14221,51,F
Elvis Riley,ESTUDIANTE,14222,24,T
Corinne Rupert,PROFESOR,14223,94,T
Antonia Mitchell,PROFESOR,14224,54,T
Althea Emilie,PROFESOR,14225,96,T
Genoveva Cordelia,EMPLEADO,14226,39,F
Lucious Ashlie,EMPLEADO,14227,35,F
Yetta Eddie,EMPLEADO,14228,24,T
Kermit Jalyn,ESTUDIANTE,14229,32,T
Maurice Kendall,ESTUDIANTE,14230,73,T
Royce Earle,PROFESOR,14231,66,F
Martin Roslyn,EMPLEADO,14232,91,F
Joan Priscilla,PROFESOR,14233,82,F
Christina Nickolas,ESTUDIANTE,14234,79,F
Cortney Leon,EMPLEADO,14235,30,F
Tawanda Vernon,ESTUDIANTE,14236,93,F
Carleen Kirk,ESTUDIANTE,14237,45,T
Huey Margarita,ESTUDIANTE,14238,32,F
Rolando Carlotta,ESTUDIANTE,14239,54,T
Alicia Maggie,PROFESOR,14240,80,F
Euphemia Carlotta,ESTUDIANTE,14241,66,T
Jeannette Marianne,ESTUDIANTE,14242,30,F
Dalton Natalia,ESTUDIANTE,14243,46,F
Berniece Barb,EMPLEADO,14244,75,F
Eddy June,ESTUDIANTE,14245,22,F
Heyward Alvis,ESTUDIANTE,14246,82,F
Florence Barney,EMPLEADO,14247,75,F
Bridget Terence,EMPLEADO,14248,23,T
Jasper Rodrick,PROFESOR,14249,56,T
Tessie Adriane,EMPLEADO,14250,19,F
Velma Christie,EMPLEADO,14251,27,T
Jessica Sherman,PROFESOR,14252,53,T
Bryan Nathaniel,ESTUDIANTE,14253,37,F
Ibrahim Kaylin,EMPLEADO,14254,38,T
Yoshiko Hobert,EMPLEADO,14255,99,T
Roderick Emanuel,PROFESOR,14256,37,T
Maleah Charlie,EMPLEADO,14257,93,T
Nadine Juan,ESTUDIANTE,14258,27,F
Markus Jannie,PROFESOR,14259,55,F
Candi Corine,PROFESOR,14260,43,F
Hudson Ellery,ESTUDIANTE,14261,21,F
Charles Angelo,EMPLEADO,14262,46,F
Shayla Ariel,EMPLEADO,14263,83,T
Jane Juston,EMPLEADO,14264,57,T
Colin Eva,EMPLEADO,14265,89,F
Flor Shelton,EMPLEADO,14266,30,F
Martina Clare,PROFESOR,14267,99,F
Amanda Clyde,ESTUDIANTE,14268,99,F
Lannie Brenda,ESTUDIANTE,14269,70,T
Magdalene Arminda,EMPLEADO,14270,69,F
Isabell Consuelo,PROFESOR,14271,98,T
Early Loyal,PROFESOR,14272,68,F
Lennie Drucilla,EMPLEADO,14273,89,F
Chelsie Valeria,PROFESOR,14274,67,F
Pedro Palma,PROFESOR,14275,61,T
Lula Gabriela,ESTUDIANTE,14276,20,T
Glenn Robbin,PROFESOR,14277,56,F
Betty Blanca,ESTUDIANTE,14278,99,F
Saul Bert,ESTUDIANTE,14279,82,F
Claudia Isidro,ESTUDIANTE,14280,70,T
Frankie Esta,PROFESOR,14281,55,F
Roni Laurel,ESTUDIANTE,14282,68,F
Helen Rubie,PROFESOR,14283,98,F
Darrell Stella,PROFESOR,14284,73,F
Reese Chantelle,ESTUDIANTE,14285,75,T
Rebecca Coletta,ESTUDIANTE,14286,70,F
Carson Bobbi,PROFESOR,14287,49,T
Roxanna Zola,PROFESOR,14288,21,F
Carrol Loren,ESTUDIANTE,14289,21,T
Johana Janette,EMPLEADO,14290,83,F
Grant Annette,ESTUDIANTE,14291,90,F
Jevon Lorene,PROFESOR,14292,42,F
Norton Jace,EMPLEADO,14293,34,F
Charlene Silvia,EMPLEADO,14294,59,F
Van Elgie,EMPLEADO,14295,22,T
Gerri Ora,EMPLEADO,14296,77,F
Stewart Justyn,PROFESOR,14297,88,T
Cathrine Isiah,PROFESOR,14298,49,T
Gilberto Jessie,ESTUDIANTE,14299,91,F
Fabian Garland,EMPLEADO,14300,30,F
Darryl Harry,ESTUDIANTE,14301,43,T
Consuelo Ciera,ESTUDIANTE,14302,62,T
Donte Eugene,ESTUDIANTE,14303,82,T
Louisa Paula,ESTUDIANTE,14304,75,F
Edith Sam,EMPLEADO,14305,19,F
Willis Taya,ESTUDIANTE,14306,66,F
Abagail Robin,ESTUDIANTE,14307,34,F
Ramona Timmy,EMPLEADO,14308,28,T
Remington Peggy,PROFESOR,14309,89,F
Julian Bryan,EMPLEADO,14310,50,F
Katy Arianna,EMPLEADO,14311,46,F
Lucy Krysta,ESTUDIANTE,14312,91,T
Tad Chris,PROFESOR,14313,51,F
Arlen Yvonne,EMPLEADO,14314,76,T
Alyssa Nathaniel,ESTUDIANTE,14315,49,T
Adell Cecilia,EMPLEADO,14316,29,T
Titus Adolphus,ESTUDIANTE,14317,80,T
Adelina Irving,EMPLEADO,14318,25,F
Katelynn Janine,PROFESOR,14319,85,T
Beaulah Abbey,EMPLEADO,14320,18,F
Dora Hoyt,ESTUDIANTE,14321,90,F
Abby Cletus,EMPLEADO,14322,49,T
Dena Judith,PROFESOR,14323,84,T
Giancarlo Olive,EMPLEADO,14324,91,F
Marc Leo,PROFESOR,14325,22,F
Kathrine Ettie,EMPLEADO,14326,27,T
Cliff Harlen,EMPLEADO,14327,96,F
Karla Bud,ESTUDIANTE,14328,93,T
Brianna Duwayne,ESTUDIANTE,14329,93,F
Nina Zoe,ESTUDIANTE,14330,58,T
Kellen Luella,PROFESOR,14331,72,T
Dudley Gottlieb,EMPLEADO,14332,27,T
Charles Virginia,ESTUDIANTE,14333,54,F
Carrol Johny,ESTUDIANTE,14334,75,T
Artie Mina,EMPLEADO,14335,71,F
Yvonne Venus,PROFESOR,14336,96,F
Rena Victoria,ESTUDIANTE,14337,82,T
Carmella Maxine,EMPLEADO,14338,19,T
Bill Rudolph,PROFESOR,14339,37,T
Ardell Alton,EMPLEADO,14340,61,T
Odile Ladonna,EMPLEADO,14341,55,F
Andrea Kaycee,ESTUDIANTE,14342,58,F
Timothy Dan,ESTUDIANTE,14343,33,T
Gil Evan,ESTUDIANTE,14344,82,T
Manuela Forrest,EMPLEADO,14345,64,T
Jarred Enoch,EMPLEADO,14346,33,T
Theodore Audrey,ESTUDIANTE,14347,86,F
Eddy Marion,ESTUDIANTE,14348,57,F
Ruby Darrius,PROFESOR,14349,35,T
Monty Minna,PROFESOR,14350,24,T
Wright Sage,PROFESOR,14351,91,T
Randal Richard,EMPLEADO,14352,82,T
Bessie Donnie,EMPLEADO,14353,69,T
Jack Walter,ESTUDIANTE,14354,90,T
Jerry Paulette,EMPLEADO,14355,55,F
Jonathon Andrea,EMPLEADO,14356,23,F
Mathilda Tyree,EMPLEADO,14357,56,F
Hallie Wilber,PROFESOR,14358,44,F
Baxter Tiny,EMPLEADO,14359,77,T
Emilie Claudia,PROFESOR,14360,32,T
Jamir Willie,PROFESOR,14361,34,F
Minnie Tracey,ESTUDIANTE,14362,20,T
Duwayne Kourtney,PROFESOR,14363,36,T
Hans Armani,ESTUDIANTE,14364,24,F
Nella Margarett,ESTUDIANTE,14365,31,T
Matt Rashad,EMPLEADO,14366,78,F
Dayna Arlen,ESTUDIANTE,14367,34,T
Gustav Allyson,EMPLEADO,14368,71,T
Kathie Bradley,EMPLEADO,14369,97,T
Pinkie Fatima,ESTUDIANTE,14370,37,F
Stefan Branden,ESTUDIANTE,14371,42,F
Hugo Alma,PROFESOR,14372,24,T
Raleigh Fidel,ESTUDIANTE,14373,38,T
Santos Skyler,PROFESOR,14374,85,F
Lee Julius,PROFESOR,14375,86,T
Natalia Davis,ESTUDIANTE,14376,82,F
Jayla Darrel,PROFESOR,14377,73,F
Jovan Zoe,PROFESOR,14378,97,F
Janet Lonnie,EMPLEADO,14379,60,T
Annmarie Jesse,ESTUDIANTE,14380,75,F
Bettie Burl,PROFESOR,14381,51,T
Antoinette Terry,ESTUDIANTE,14382,47,T
Naomi Jay,PROFESOR,14383,75,T
Clemmie Dominga,ESTUDIANTE,14384,21,F
Emerson Gayle,ESTUDIANTE,14385,24,F
Burton Reuben,ESTUDIANTE,14386,62,T
Hattie Josephine,ESTUDIANTE,14387,62,T
Elenore Raleigh,EMPLEADO,14388,42,F
Neva Nora,PROFESOR,14389,31,T
John Guy,PROFESOR,14390,27,F
Corrine Wardell,PROFESOR,14391,45,F
Eldridge Byron,EMPLEADO,14392,23,T
Nellie Janna,EMPLEADO,14393,53,F
Genie Marian,ESTUDIANTE,14394,89,F
Estell Jameson,PROFESOR,14395,99,T
Marcus Edward,PROFESOR,14396,30,F
Lenard Audra,PROFESOR,14397,58,T
Sylvester Aileen,ESTUDIANTE,14398,43,F
Megan Carleton,EMPLEADO,14399,52,T
Milton Alberta,PROFESOR,14400,30,T
Alonzo Zane,ESTUDIANTE,14401,46,F
Emmett Reese,ESTUDIANTE,14402,18,T
Janis Marge,ESTUDIANTE,14403,51,F
Irma Easter,EMPLEADO,14404,64,T
Mathew Lelia,EMPLEADO,14405,81,F
Ivy Nedra,EMPLEADO,14406,61,F
Wylie Lon,ESTUDIANTE,14407,46,T
Eugenia Leda,PROFESOR,14408,32,T
Alex Courtney,PROFESOR,14409,50,F
Jeanie Garnet,ESTUDIANTE,14410,62,F
Roxanna Chris,ESTUDIANTE,14411,55,T
Victor Mildred,PROFESOR,14412,55,F
Victoria Fern,EMPLEADO,14413,75,F
Gussie Nolan,ESTUDIANTE,14414,66,F
Sophia Monte,PROFESOR,14415,48,F
Aaron Jakayla,ESTUDIANTE,14416,48,F
Hunter Rubin,PROFESOR,14417,47,T
Cordelia Leslie,ESTUDIANTE,14418,77,T
Katlynn Rachael,ESTUDIANTE,14419,74,F
Neva Sandy,PROFESOR,14420,19,F
Dana Harmon,ESTUDIANTE,14421,49,T
Theda Kaylyn,PROFESOR,14422,73,T
Maryanne Thurman,EMPLEADO,14423,56,F
Leonora Helene,EMPLEADO,14424,27,T
Henry Wiley,PROFESOR,14425,66,F
Dakota Sol,EMPLEADO,14426,34,T
Art Roseann,EMPLEADO,14427,58,F
Suzan Daryl,ESTUDIANTE,14428,86,T
Monnie Joanne,ESTUDIANTE,14429,24,T
Grayson Bridget,EMPLEADO,14430,98,F
Louie Sybil,PROFESOR,14431,50,F
Jeffry Lisa,ESTUDIANTE,14432,55,T
Kasandra Normand,EMPLEADO,14433,78,T
Eldon Thelma,ESTUDIANTE,14434,92,T
Trent Jacob,PROFESOR,14435,30,T
Otto Dashawn,EMPLEADO,14436,53,T
Goldie Denise,PROFESOR,14437,94,F
Delmer Adolphus,ESTUDIANTE,14438,19,T
Lula Norwood,PROFESOR,14439,36,T
Corda Ethel,ESTUDIANTE,14440,61,T
Celia Pattie,PROFESOR,14441,63,F
Johnny Pearle,PROFESOR,14442,25,T
Albert Debi,ESTUDIANTE,14443,33,T
Bobbie Nathanial,PROFESOR,14444,92,F
Sampson Dwight,EMPLEADO,14445,23,F
Cheyenne Brenda,ESTUDIANTE,14446,62,F
Bianca Sheldon,ESTUDIANTE,14447,35,F
Christopher Roma,PROFESOR,14448,99,T
Angelo Anita,PROFESOR,14449,58,T
Cody Maude,EMPLEADO,14450,93,F
Natalie Theron,PROFESOR,14451,66,F
August Tyra,PROFESOR,14452,37,T
Jolene Phyllis,EMPLEADO,14453,21,T
Loran Dominique,PROFESOR,14454,79,F
Franklin Edgar,ESTUDIANTE,14455,26,F
Evalena Irving,ESTUDIANTE,14456,64,F
Omer Stanley,EMPLEADO,14457,92,T
Winfred Isaac,EMPLEADO,14458,34,T
Travis Marty,PROFESOR,14459,69,T
Erika Jayson,EMPLEADO,14460,92,F
Morgan Julian,PROFESOR,14461,67,F
Arminta Reginald,ESTUDIANTE,14462,57,F
Jessie Irma,PROFESOR,14463,66,F
Elida Lucie,PROFESOR,14464,30,T
Misti Elenora,EMPLEADO,14465,49,T
Brady Hazel,ESTUDIANTE,14466,96,F
Kurtis Louisa,PROFESOR,14467,64,T
Marcella Loy,ESTUDIANTE,14468,28,T
Lenora Jairo,EMPLEADO,14469,18,F
Audra Roland,PROFESOR,14470,41,T
Kameron Verne,EMPLEADO,14471,39,F
Donald Jason,ESTUDIANTE,14472,42,T
Loretta Harrison,ESTUDIANTE,14473,26,T
Gilberto Ella,PROFESOR,14474,92,T
Robert Al,PROFESOR,14475,62,F
Micheal Lawson,PROFESOR,14476,22,F
Freddie Oneal,PROFESOR,14477,71,F
Gabe Colten,ESTUDIANTE,14478,74,T
Carroll Ruben,EMPLEADO,14479,32,T
Lessie Ashly,PROFESOR,14480,22,F
Lakesha Jimmy,PROFESOR,14481,94,F
Jayde Alfred,EMPLEADO,14482,96,T
Phyllis Mercedes,EMPLEADO,14483,35,F
Stella German,ESTUDIANTE,14484,71,F
Alfreda Agnes,EMPLEADO,14485,19,T
Brody Neil,ESTUDIANTE,14486,87,F
Eve Vernie,ESTUDIANTE,14487,99,T
Caleb Ramon,PROFESOR,14488,53,F
Vera Jeryl,PROFESOR,14489,64,F
Eddy Elisabeth,ESTUDIANTE,14490,49,F
Cheryl Deborah,ESTUDIANTE,14491,61,T
Jeff Freddie,ESTUDIANTE,14492,72,F
Norma Zana,PROFESOR,14493,28,F
Cori Roman,ESTUDIANTE,14494,90,T
Pearl Cassidy,PROFESOR,14495,23,F
Bud Alan,PROFESOR,14496,81,F
Anne Layne,ESTUDIANTE,14497,24,F
Aimee Veronica,PROFESOR,14498,48,F
Caryl Gretchen,PROFESOR,14499,83,F
Oliver Eileen,ESTUDIANTE,14500,27,T
Esta Christy,ESTUDIANTE,14501,67,F
Lazaro Maudie,EMPLEADO,14502,52,F
Lisa Fate,ESTUDIANTE,14503,69,T
Regina Cary,ESTUDIANTE,14504,52,T
Pleas Lyman,ESTUDIANTE,14505,58,F
Mendy Nat,EMPLEADO,14506,70,F
Berniece Cyrus,EMPLEADO,14507,28,T
Caro Dessie,PROFESOR,14508,41,T
Melville Rosalinda,ESTUDIANTE,14509,71,F
Alice Brent,PROFESOR,14510,70,T
Joan Laurel,PROFESOR,14511,35,T
Sharde Marlys,EMPLEADO,14512,31,T
Isiah Isabel,ESTUDIANTE,14513,45,F
Margery Natosha,EMPLEADO,14514,48,F
Chaim Lauri,EMPLEADO,14515,26,F
Levi Manuel,EMPLEADO,14516,89,T
Goldie Huey,PROFESOR,14517,51,T
Lona Velda,ESTUDIANTE,14518,39,T
Dee Lester,PROFESOR,14519,41,T
Ernestine Adan,ESTUDIANTE,14520,46,T
Duwayne Otis,PROFESOR,14521,28,T
Candice Tessie,EMPLEADO,14522,96,T
Sarah Deandre,PROFESOR,14523,68,F
Emily Van,ESTUDIANTE,14524,61,F
Justice Florene,PROFESOR,14525,37,T
Drusilla Ryan,EMPLEADO,14526,39,F
Melvin Serena,PROFESOR,14527,63,T
Tyler Isham,EMPLEADO,14528,56,F
Elmore Eve,EMPLEADO,14529,49,F
Carlo Frankie,ESTUDIANTE,14530,77,F
Alan Cordelia,EMPLEADO,14531,88,T
Fletcher Rodolfo,EMPLEADO,14532,24,F
Jorge Lucille,ESTUDIANTE,14533,35,F
Meyer Eliza,PROFESOR,14534,32,F
Lila Abram,PROFESOR,14535,52,F
Ethelyn Monroe,PROFESOR,14536,69,T
Emmanuel Myron,EMPLEADO,14537,32,F
Bennie Myrtle,EMPLEADO,14538,24,F
Dorothy Stacey,PROFESOR,14539,95,F
Hollis Kaila,ESTUDIANTE,14540,80,T
Devan Gonzalo,EMPLEADO,14541,62,F
Erin Richard,PROFESOR,14542,84,T
Deloris Lynwood,ESTUDIANTE,14543,46,T
Brooks Shanta,PROFESOR,14544,51,F
Ethan Patience,PROFESOR,14545,60,F
Elinor Tanisha,PROFESOR,14546,98,F
Wendy Alpha,EMPLEADO,14547,76,T
Gardner Jim,PROFESOR,14548,19,T
Skip Jade,PROFESOR,14549,63,T
Susie Bernardo,EMPLEADO,14550,72,T
Graham Harriet,EMPLEADO,14551,63,T
Stephen Tucker,PROFESOR,14552,87,T
Leann Jared,EMPLEADO,14553,44,T
Matthew Fred,EMPLEADO,14554,62,T
Edgar Tamatha,ESTUDIANTE,14555,49,T
Freddy Patrick,ESTUDIANTE,14556,84,T
Wyatt Roman,EMPLEADO,14557,28,T
Dena Amina,ESTUDIANTE,14558,42,T
Ted Olen,EMPLEADO,14559,47,F
Rosetta Floy,EMPLEADO,14560,96,F
Larkin Porter,ESTUDIANTE,14561,58,F
Burton Brant,EMPLEADO,14562,29,T
Saige Veva,EMPLEADO,14563,63,T
Kala Jacoby,PROFESOR,14564,52,T
Fidel Denzil,PROFESOR,14565,84,T
Venus Milagros,PROFESOR,14566,55,T
Frankie Sharron,EMPLEADO,14567,51,F
Cooper Raymundo,PROFESOR,14568,40,F
Ernesto Bruce,EMPLEADO,14569,83,F
Lynn Jessie,EMPLEADO,14570,40,T
Lane Marisela,EMPLEADO,14571,36,F
Sigmund Joseph,EMPLEADO,14572,36,F
Henrietta Hazel,EMPLEADO,14573,68,T
Reynold Kaitlyn,EMPLEADO,14574,64,F
Newell Salvador,ESTUDIANTE,14575,36,F
Manford Tyquan,ESTUDIANTE,14576,66,F
Unique Fabiola,ESTUDIANTE,14577,45,F
Cedrick Dominic,ESTUDIANTE,14578,89,F
Roberta Dillard,PROFESOR,14579,40,F
Christina Joseph,EMPLEADO,14580,25,T
Emma Kari,ESTUDIANTE,14581,73,T
Carl Hortense,EMPLEADO,14582,37,T
Larry Susanne,ESTUDIANTE,14583,22,F
Karrie Theresa,ESTUDIANTE,14584,42,F
Darry Roselyn,ESTUDIANTE,14585,35,T
Emile Ephraim,ESTUDIANTE,14586,23,F
Kendall Chandra,ESTUDIANTE,14587,66,T
John Brant,EMPLEADO,14588,22,F
Adolphus Dallas,ESTUDIANTE,14589,47,F
Sandy Matilde,EMPLEADO,14590,30,F
Classie Lucile,PROFESOR,14591,52,T
Tresa Mazie,ESTUDIANTE,14592,19,T
Darold Diane,EMPLEADO,14593,98,F
Celestine Brooks,ESTUDIANTE,14594,37,F
Elyse Kyler,PROFESOR,14595,32,T
Gearldine Alyce,PROFESOR,14596,66,F
Gracie Dianna,PROFESOR,14597,74,T
Wylie Sue,EMPLEADO,14598,99,T
Laverne Essie,ESTUDIANTE,14599,50,T
Tanya Palmer,ESTUDIANTE,14600,27,F
Vaughn Lee,ESTUDIANTE,14601,93,F
Odalys Harley,ESTUDIANTE,14602,76,T
Roderick Wyatt,EMPLEADO,14603,54,T
Julio Donny,EMPLEADO,14604,94,F
Mohammad Earline,ESTUDIANTE,14605,70,F
Dickie Ramon,PROFESOR,14606,87,T
Ivy Katy,ESTUDIANTE,14607,30,T
Maritza Eleanor,PROFESOR,14608,32,F
Raphael Abraham,EMPLEADO,14609,45,F
Jacklyn Jaylen,PROFESOR,14610,45,T
Priscilla Julia,EMPLEADO,14611,43,F
Lionel Colette,ESTUDIANTE,14612,50,F
Almeda Devon,PROFESOR,14613,80,T
Nettie Ellis,ESTUDIANTE,14614,44,T
Josh Freddy,EMPLEADO,14615,59,T
Nicholas Freddie,PROFESOR,14616,22,T
Cary Lafayette,EMPLEADO,14617,28,T
Elsa Edmond,ESTUDIANTE,14618,86,T
Dexter Garland,ESTUDIANTE,14619,51,F
Elinor Makena,PROFESOR,14620,57,T
Kathleen Kristi,EMPLEADO,14621,88,F
Loretta Maribeth,ESTUDIANTE,14622,59,F
Lisette Katelin,PROFESOR,14623,35,F
Solomon Marci,PROFESOR,14624,45,T
Evans Lucy,ESTUDIANTE,14625,99,F
Vincent Fredrick,EMPLEADO,14626,21,F
Dirk Mary,EMPLEADO,14627,77,T
Oscar Ezekiel,EMPLEADO,14628,30,F
Paris Libbie,EMPLEADO,14629,83,T
Jessy Bobbie,PROFESOR,14630,74,T
Louise Aline,ESTUDIANTE,14631,23,T
Samuel Mina,ESTUDIANTE,14632,71,F
Haylie Melissa,PROFESOR,14633,60,F
Reginald Demetrius,EMPLEADO,14634,44,F
Jessie Dorsey,ESTUDIANTE,14635,28,F
Makai Janae,PROFESOR,14636,74,T
Gary Wendi,PROFESOR,14637,40,T
Karol Abbie,PROFESOR,14638,92,T
Marcel Mary,ESTUDIANTE,14639,89,F
Riley Kerry,ESTUDIANTE,14640,79,T
Lovell Laura,ESTUDIANTE,14641,62,F
Quinten Georgine,EMPLEADO,14642,41,T
Gregorio Roderick,EMPLEADO,14643,39,F
Frank Dolores,PROFESOR,14644,44,F
Evelyn Stan,PROFESOR,14645,60,F
Sammy Dolly,ESTUDIANTE,14646,49,T
Doris Houston,PROFESOR,14647,93,F
Joanne Philip,ESTUDIANTE,14648,42,F
Buddy Andy,EMPLEADO,14649,91,F
Ina Vita,EMPLEADO,14650,68,T
Verda Ivory,ESTUDIANTE,14651,67,F
Pollie Ambrose,EMPLEADO,14652,47,T
Rene Lesley,EMPLEADO,14653,62,T
Elaine Alexa,PROFESOR,14654,86,T
Kendrick Dante,PROFESOR,14655,79,F
Luther Casper,ESTUDIANTE,14656,91,T
Frederick Rita,ESTUDIANTE,14657,53,F
Drew Moses,PROFESOR,14658,70,T
Kristi Teresa,EMPLEADO,14659,84,F
Ila Leila,ESTUDIANTE,14660,92,T
Mabelle Derek,PROFESOR,14661,55,T
Patricia Theresa,PROFESOR,14662,97,T
Barton Bailee,ESTUDIANTE,14663,54,T
Billy Rheta,PROFESOR,14664,67,F
Lennie Florence,ESTUDIANTE,14665,83,T
Jacklyn Katheryn,ESTUDIANTE,14666,83,T
Josephine Gabriel,PROFESOR,14667,69,T
Anton Rory,ESTUDIANTE,14668,44,T
Jody Melissa,PROFESOR,14669,98,T
Gretchen Merritt,EMPLEADO,14670,23,F
Valentine Reinaldo,EMPLEADO,14671,88,F
Kyle Rupert,EMPLEADO,14672,56,T
Annetta Lessie,ESTUDIANTE,14673,27,F
Judith Connie,PROFESOR,14674,88,F
David Rodrigo,EMPLEADO,14675,39,T
Johnie Duke,EMPLEADO,14676,59,F
Reid Erna,ESTUDIANTE,14677,90,F
Kurt Julie,EMPLEADO,14678,79,F
Richard Marylou,ESTUDIANTE,14679,84,T
Danielle Allen,EMPLEADO,14680,67,F
Cathryn Dee,EMPLEADO,14681,26,T
Milan Jagger,EMPLEADO,14682,89,T
Leroy Louie,EMPLEADO,14683,61,T
Dwain Lisa,ESTUDIANTE,14684,59,T
Amber Lillie,EMPLEADO,14685,35,T
Tennie Audley,PROFESOR,14686,66,F
Nathanial Frances,PROFESOR,14687,61,F
Richie Roberta,PROFESOR,14688,67,T
Karli Trista,EMPLEADO,14689,56,T
Mabelle Graciela,EMPLEADO,14690,40,F
Derrick Janice,PROFESOR,14691,85,T
Richelle Devon,EMPLEADO,14692,61,T
Ruth Brock,EMPLEADO,14693,78,F
Carroll Alline,ESTUDIANTE,14694,61,F
Sarai Brent,ESTUDIANTE,14695,32,T
Nathanael Reggie,PROFESOR,14696,66,F
Freddie Chaya,ESTUDIANTE,14697,47,F
Jolene Graham,ESTUDIANTE,14698,80,T
Brittni Concetta,ESTUDIANTE,14699,87,F
Celestine Cecilia,EMPLEADO,14700,58,T
Manuela Enola,EMPLEADO,14701,33,F
Hazel Buck,EMPLEADO,14702,44,T
Julio Yvonne,ESTUDIANTE,14703,57,T
Brent Samara,ESTUDIANTE,14704,51,T
Rose David,PROFESOR,14705,63,T
Harold Ella,EMPLEADO,14706,32,F
Newell Daniel,PROFESOR,14707,89,F
General Santiago,PROFESOR,14708,68,T
Darci Dora,ESTUDIANTE,14709,83,F
Lawrence Odessa,EMPLEADO,14710,64,T
Katie Adolfo,ESTUDIANTE,14711,88,T
Elden Kory,ESTUDIANTE,14712,82,F
Charlotte Annette,EMPLEADO,14713,54,F
Humberto Florence,EMPLEADO,14714,37,T
Corrie Marceline,EMPLEADO,14715,22,T
Emmie Curtis,PROFESOR,14716,60,T
Hector Samantha,ESTUDIANTE,14717,42,F
Ophelia Adda,PROFESOR,14718,49,F
Wesley Stanford,EMPLEADO,14719,36,F
Billie Dorine,EMPLEADO,14720,54,F
Dana Bethel,PROFESOR,14721,92,T
Ella Eveline,ESTUDIANTE,14722,71,T
Moira Kara,ESTUDIANTE,14723,32,F
Fernando Kira,ESTUDIANTE,14724,87,F
Matilda Tressa,PROFESOR,14725,69,F
Hellen Antonia,PROFESOR,14726,87,F
Jed Russ,EMPLEADO,14727,50,F
Annette Cassandra,PROFESOR,14728,69,F
Nola Rheta,PROFESOR,14729,51,F
Wilfrid Janie,PROFESOR,14730,33,F
Elmira Meghan,ESTUDIANTE,14731,24,F
Lonnie Isaias,EMPLEADO,14732,59,T
Darrick Bert,ESTUDIANTE,14733,59,F
Claudia Elijah,PROFESOR,14734,28,F
Dequan Lacey,PROFESOR,14735,71,T
Ennis Reed,PROFESOR,14736,61,T
Felix Randell,PROFESOR,14737,50,T
Orville Eloise,PROFESOR,14738,93,T
Francisca Marta,EMPLEADO,14739,60,F
Tami Freeman,PROFESOR,14740,91,F
Alton Iyana,PROFESOR,14741,58,F
Fredric Johnson,EMPLEADO,14742,92,F
Gertha Maranda,EMPLEADO,14743,31,F
Odie Chip,PROFESOR,14744,81,F
Elsie Esther,PROFESOR,14745,32,F
Lum Lindsey,EMPLEADO,14746,60,T
