NOMBRE,ID_PERSONA,EDAD,CAMARA_COMERCIO,SUPERINTENDENCIA_TURISMO,MIEMBRO_COMUNIDAD
ClaudSteve,3433,50,F,T,F
JudsonGeo,3434,52,T,T,T
LorenzoDelmar,3435,85,T,F,T
OranPles,3436,49,T,F,T
RileyLeonce,3437,31,T,T,F
DanByrd,3438,44,F,T,F
JobeJunious,3439,36,F,F,T
CliffordMalvin,3440,96,F,T,F
ErwinEmery,3441,78,T,T,F
RuthErwin,3442,19,F,T,T
MerlePatrick,3443,24,T,T,T
PierreAdolphus,3444,84,F,F,T
TobeSebastian,3445,78,T,F,T
HansDelmar,3446,33,T,T,T
LenLige,3447,92,F,F,T
AsaLawrence,3448,60,F,T,F
DorseyLuke,3449,69,T,T,T
BillAngus,3450,19,T,F,F
KnoxFranklin,3451,54,F,T,F
WillianAllen,3452,66,T,T,T
HoraceBurke,3453,24,F,T,T
MitchellOlen,3454,69,F,T,T
GilbertBuster,3455,57,F,T,F
ArleyDavis,3456,46,T,F,F
AnnaRoss,3457,67,F,F,T
RosendoReginald,3458,25,T,F,T
DanielRowland,3459,75,F,F,T
LowellHjalmar,3460,85,F,T,T
OcieRandolph,3461,39,F,F,F
WilfordLawson,3462,88,F,T,T
PaulGordon,3463,94,T,F,T
TerryHuston,3464,25,F,T,T
EarlyFreeman,3465,86,F,F,T
SolomanHarper,3466,64,F,T,F
LonnieLuther,3467,45,F,T,F
EmanuelSherman,3468,68,T,T,F
EphriamNoah,3469,21,F,F,F
JesusLorin,3470,89,F,F,F
CaesarCarter,3471,89,F,F,T
GustavPedro,3472,36,F,F,F
AlfredHubbard,3473,60,F,T,F
BlaineHowell,3474,68,T,F,F
SandyGarnett,3475,74,F,T,T
ElliotLem,3476,61,T,T,T
SantiagoDenver,3477,51,T,T,F
RussellFernando,3478,70,F,T,T
LincolnRussell,3479,39,T,T,T
LymanMervin,3480,93,T,T,T
MilesDelbert,3481,42,T,T,F
TobeJohnie,3482,27,T,T,F
MarioWyatt,3483,83,F,T,T
BoydTed,3484,20,F,T,T
TheronAugustine,3485,84,F,T,T
NelsIsrael,3486,80,T,F,F
AdolphusDonald,3487,56,T,F,T
JustinLew,3488,26,F,T,F
TonyEunice,3489,26,F,T,T
TaylorHiram,3490,80,F,F,T
BusterGolden,3491,31,T,F,T
EarleBird,3492,49,T,T,F
FrederickGregorio,3493,75,T,F,F
HarryMax,3494,19,T,F,T
GideonOrland,3495,18,T,F,F
LevyHurley,3496,19,F,F,F
EnnisAllison,3497,50,T,T,F
LeeOra,3498,57,F,F,F
WendellGottlieb,3499,58,F,F,F
RexLucian,3500,43,F,F,T
HoustonRoss,3501,93,F,F,T
BanksChristian,3502,33,T,T,T
ErvinFranklin,3503,40,F,T,F
LlewellynAbel,3504,98,F,F,T
ConradNewman,3505,75,F,F,F
DrewRobert,3506,28,F,F,F
ElmoLucien,3507,37,F,T,F
AllenParis,3508,35,F,F,F
LuciousBlaine,3509,61,F,T,T
PatSammie,3510,20,T,T,T
DolphusGlen,3511,52,T,T,T
CoyMerton,3512,24,T,T,F
UlyssesOral,3513,21,F,F,T
HaywardClifford,3514,49,F,F,T
LillianHilary,3515,62,T,F,F
MerleThornton,3516,28,F,T,T
HarryElgin,3517,29,F,F,T
HoustonMonroe,3518,99,T,F,F
MurrayGreen,3519,30,T,T,F
EmmitBill,3520,87,T,F,T
LeviOrville,3521,69,F,F,F
PerryErvin,3522,32,T,F,T
SevertLyle,3523,45,F,F,T
LuciusAbraham,3524,21,T,T,T
AustinJimmie,3525,47,T,T,T
WesleyForest,3526,69,T,F,F
HenryHuey,3527,49,F,F,F
RomeOllie,3528,55,F,T,F
TracyWillie,3529,55,T,F,F
MiguelRupert,3530,91,T,F,F
RichardAugustine,3531,27,T,T,T
VanJake,3532,80,T,F,F
FateMorgan,3533,50,F,F,T
AlphaEgbert,3534,40,F,T,T
AlphonseEvan,3535,31,F,F,F
AbbieAngel,3536,91,T,F,F
GilbertLeland,3537,52,F,F,T
BufordBud,3538,92,F,F,T
BessieTerry,3539,99,T,T,T
ClairHugo,3540,61,T,T,T
JohnnieAlois,3541,24,T,T,F
MiltonGarrett,3542,69,T,T,T
AlanCarl,3543,81,T,F,F
BurrLionel,3544,80,F,F,F
BessieEmerson,3545,41,F,T,F
BenjaminNick,3546,56,F,F,F
JayKenneth,3547,46,F,T,T
DaleElisha,3548,56,T,T,T
RufusGus,3549,87,T,T,T
BerniceVincent,3550,77,F,T,F
EdithJonnie,3551,92,T,F,F
RoswellAllie,3552,42,T,F,T
HansScott,3553,26,F,F,T
TimothyFoster,3554,87,T,F,F
AugustineJennings,3555,20,T,T,F
ManfordDudley,3556,52,T,F,T
CatoEli,3557,24,F,T,T
WaltonGustav,3558,89,T,T,F
RodneyPrice,3559,38,F,T,T
LillianHayward,3560,18,F,F,T
RoyBenjamin,3561,71,F,F,F
MinnieGaston,3562,79,F,F,F
PriceAlvis,3563,50,T,F,F
EdsonAugustine,3564,18,F,F,F
LennieCarl,3565,23,T,T,T
ThadDora,3566,76,T,F,F
KellyEdmund,3567,45,F,T,T
ArvelSaul,3568,22,F,F,F
CasperIrwin,3569,43,F,T,T
EarlyBurt,3570,62,T,T,T
AmosDonald,3571,53,F,F,F
ZekeBeecher,3572,23,T,T,T
HeneryGottlieb,3573,50,F,T,T
ArtChristian,3574,54,F,F,F
EddEvan,3575,99,T,T,F
SeabornBud,3576,99,F,F,F
OlafDoc,3577,66,T,F,T
GarryBurke,3578,37,F,F,T
BeltonGordon,3579,53,T,F,T
AugustaDenton,3580,62,F,T,F
OrrinOswald,3581,65,F,T,T
ChesterLucious,3582,26,F,T,F
DukeAh,3583,63,F,F,T
GrahamHamp,3584,22,F,F,T
PierreHenery,3585,49,T,F,F
ReubinGottlieb,3586,56,F,F,F
MarcusMarshall,3587,67,T,F,F
LukeWilburn,3588,44,T,T,F
GlenGarry,3589,21,T,T,F
ColumbusRoger,3590,84,T,F,T
AlfordRobert,3591,49,F,F,F
WheelerCarroll,3592,18,T,T,T
DossFerman,3593,33,T,F,F
LouieMilo,3594,21,T,T,T
GrantGranville,3595,51,F,T,F
HattieWeaver,3596,34,F,T,F
RichmondDean,3597,88,F,T,F
JoshHomer,3598,49,T,F,F
AlcideFreeman,3599,47,F,T,F
EldonHal,3600,22,T,T,T
SanfordTaylor,3601,67,T,T,T
RichmondDewey,3602,85,T,T,T
FreddieOle,3603,37,F,T,F
ThomasZeb,3604,54,T,F,T
JustusStonewall,3605,70,T,F,T
CharlieEugene,3606,73,T,T,T
EldonBowman,3607,90,F,T,F
ThadLew,3608,79,T,F,T
MadisonParker,3609,54,T,F,F
VanceGarland,3610,33,T,T,T
ClairAdelbert,3611,84,T,F,T
DallasOrie,3612,60,T,F,F
BenitoFrances,3613,30,T,F,T
SmithClarence,3614,99,F,T,T
MckinleyGeorge,3615,98,T,T,T
MichaelMarie,3616,79,T,F,F
RayDanial,3617,47,T,T,F
NormanMilo,3618,32,T,T,F
ArleyLinwood,3619,35,T,F,F
ReedWill,3620,28,F,F,F
RandallLenard,3621,45,F,T,T
ScottPleasant,3622,96,F,F,T
DelmarReynold,3623,58,F,F,T
RudolphTillman,3624,27,T,F,F
LloydEwell,3625,20,F,F,F
CleoDavis,3626,59,F,F,T
BillyElby,3627,78,F,T,F
EnochReuben,3628,97,F,T,T
EarlyCecil,3629,25,T,T,F
FordCornelius,3630,44,T,T,T
BentonOtho,3631,68,F,T,F
MorrisOtis,3632,52,F,T,F
WylieFreeman,3633,28,F,F,T
GrahamDallas,3634,22,F,T,F
ValentineNeil,3635,86,F,F,T
ClaudBennett,3636,32,F,F,F
HarleyOrie,3637,97,T,F,F
MatPat,3638,71,F,T,T
IvyWilson,3639,26,T,F,T
CalLue,3640,50,F,F,T
CliffFlorence,3641,26,F,F,T
BurtWill,3642,94,T,T,F
OrlandoVicente,3643,59,T,F,F
DanialAnton,3644,58,F,F,F
ArtRoland,3645,55,T,F,T
OswaldToy,3646,81,T,F,F
JuliusElder,3647,65,T,F,F
SampsonClyde,3648,87,F,F,F
ShelbyAnderson,3649,46,T,F,T
HandyGuss,3650,48,F,F,T
EnochDrew,3651,47,F,T,T
GerritOrley,3652,32,F,T,F
HarlowAlford,3653,75,F,F,F
StantonRene,3654,93,F,F,T
ElzaFrank,3655,58,F,T,F
AmbroseFloyd,3656,79,F,F,T
ElwynEmmet,3657,27,T,T,F
ToneyRoland,3658,75,F,F,T
HendersonLonnie,3659,22,F,T,F
AbieConnie,3660,59,T,F,T
ErnstKirby,3661,49,F,F,T
AlvahHolly,3662,73,T,T,T
ElvisJonathan,3663,88,F,T,F
LouisAlfonso,3664,97,T,T,F
CarsonAlta,3665,85,F,F,F
TerryHans,3666,51,F,T,T
WillieErwin,3667,95,T,F,F
VernieGlenn,3668,65,F,T,F
JuniusElie,3669,34,F,F,F
IsomPerry,3670,64,T,F,T
ShelbyLeonard,3671,30,T,F,F
PeteClaud,3672,91,T,F,T
IrvinAce,3673,48,T,F,F
IverBen,3674,77,F,T,F
ZackJimmie,3675,63,F,F,F
JohnieHardy,3676,37,T,F,F
EmmetLena,3677,42,T,F,F
AdaHunter,3678,19,F,T,T
AdolphusWaymon,3679,32,F,T,T
SterlingIsiah,3680,73,T,T,F
AmosRandall,3681,58,T,F,F
DickEdwin,3682,48,T,F,F
PatrickAlonzo,3683,46,F,T,F
RayLillie,3684,94,F,T,F
ChampJean,3685,64,F,F,F
DorseyRufus,3686,81,F,F,F
WaldoBradley,3687,55,F,T,F
ZebNorman,3688,81,F,T,F
WeaverDelmer,3689,27,F,T,F
JimmieMary,3690,34,T,F,T
ClareEzekiel,3691,64,F,F,T
MosesEphraim,3692,77,T,F,T
ZebCyrus,3693,51,F,F,F
LemuelEverette,3694,21,T,F,T
TalmageConrad,3695,79,T,F,T
IrvingWarren,3696,58,F,T,F
IraBradford,3697,64,T,F,T
IrwinDenis,3698,37,F,F,F
JoshuaOscar,3699,46,T,F,T
PaulAlphonse,3700,22,T,F,T
SimHilario,3701,32,F,T,T
PhilipMonroe,3702,67,T,T,F
FosterMeyer,3703,30,T,T,T
WirtSolomon,3704,59,T,T,F
HaywoodMonroe,3705,52,F,T,T
LindseyAlonza,3706,25,F,T,T
YoungHayes,3707,88,T,F,T
AdamLige,3708,61,F,T,T
WmAngus,3709,57,F,T,F
RaymondArch,3710,30,T,T,F
LawsonAlphonse,3711,68,T,T,F
WinfieldJudson,3712,73,T,F,F
OlafStanton,3713,27,T,T,T
ErnestDouglas,3714,55,F,T,T
ChasLloyd,3715,63,F,T,T
OrvalSilas,3716,87,F,T,F
DolphusElmore,3717,54,F,F,F
AloysiusFlorence,3718,50,T,F,F
ClydeWilburn,3719,33,T,T,F
WilburSam,3720,82,T,F,T
AllieJudson,3721,72,T,F,F
JayMarcus,3722,81,F,F,T
SelmerCarey,3723,21,F,T,T
RafaelIsom,3724,42,F,F,T
MarshalEmil,3725,64,T,T,T
NicholasSpencer,3726,52,T,F,F
CaryWillard,3727,86,F,T,T
EmoryLonnie,3728,60,F,F,T
RoyCleon,3729,30,T,F,F
AlvinVance,3730,61,F,F,T
MinnieOmar,3731,69,F,F,T
RollieNora,3732,21,T,F,T
DaytonNeal,3733,47,T,T,T
WylieForest,3734,35,T,F,F
MosesAngelo,3735,56,T,F,F
KyleRay,3736,97,T,T,F
TobeFurman,3737,94,T,F,T
LoisBen,3738,42,T,F,T
MertonLuther,3739,84,T,T,T
AlfonsoRolla,3740,90,F,T,T
FabianHunter,3741,62,F,T,T
MiloChester,3742,90,T,F,F
AshleyLucien,3743,34,T,T,F
WilliamsCalvin,3744,77,F,F,T
StuartWash,3745,39,F,F,T
JacksonLionel,3746,32,T,T,T
DolphusHubert,3747,64,F,T,T
EbenEdna,3748,39,F,T,F
FrazierWhit,3749,85,T,T,T
FredericMary,3750,57,T,T,T
MiltonKeith,3751,32,T,F,F
TimothyColumbus,3752,36,T,T,T
IsiahLoyd,3753,76,F,F,T
EphriamCyrus,3754,90,T,T,F
StuartAsbury,3755,27,T,F,T
RoyalEmile,3756,59,F,F,F
AlgotLyle,3757,66,T,T,T
DenisCaesar,3758,84,F,F,F
EzraPierce,3759,30,F,F,T
DexterDallas,3760,90,F,F,T
KingJosiah,3761,64,F,T,F
EarleRufus,3762,95,T,F,F
ShadeElwood,3763,94,T,T,T
OleAddison,3764,68,T,T,T
MilesChristopher,3765,76,T,T,T
ArchibaldOrval,3766,42,F,T,T
LuisOlof,3767,29,F,F,T
LawsonLucious,3768,85,T,T,T
LittleJesse,3769,41,F,T,F
RansomGary,3770,75,F,F,F
LeslieManuel,3771,88,T,T,F
AlHarve,3772,33,T,F,T
PercivalEarnest,3773,70,F,F,F
ChesleyGideon,3774,30,F,F,F
PhillipSilas,3775,91,T,T,F
BishopWaldemar,3776,73,T,T,T
BrentRufus,3777,87,F,T,T
FinleyGranville,3778,39,F,F,T
HughTimothy,3779,59,T,F,T
OthaYancy,3780,98,F,F,F
CollinsAntone,3781,94,F,F,T
FayAlexander,3782,56,T,F,F
JesseJoeseph,3783,75,T,F,T
LoyLarry,3784,97,T,T,T
AugustLafayette,3785,96,F,T,T
ChristArcher,3786,47,T,F,T
RudolphWilliam,3787,24,T,T,F
ElyGeorge,3788,39,T,F,F
CallieAngus,3789,86,T,F,F
TalmadgeElva,3790,33,T,T,T
JudsonHilmer,3791,21,T,T,T
BertOrie,3792,30,F,T,T
FrenchDan,3793,22,F,T,F
GoldenEdna,3794,35,F,T,T
AdelbertElliott,3795,48,F,T,F
WilfordVicente,3796,80,F,T,F
ErvinEncarnacion,3797,43,T,T,F
AlbertCorbett,3798,83,F,T,F
DamonMonroe,3799,38,T,F,F
IsomErwin,3800,59,T,F,F
LaurieMartin,3801,45,T,T,F
AveryNeal,3802,92,T,F,T
AlbinAce,3803,24,T,F,F
FredericJewell,3804,81,T,F,F
MatBernhard,3805,77,T,F,T
LorenzoRufus,3806,54,T,T,T
MamieGregorio,3807,50,F,T,T
WaverlyWestley,3808,60,T,F,T
NolanSheridan,3809,99,F,T,F
CliffRaphael,3810,87,T,F,F
QuincySolomon,3811,92,F,T,T
AaronCleo,3812,72,F,T,F
BertramArlie,3813,25,F,T,F
JudgeAloysius,3814,27,T,T,T
IvyLoren,3815,71,F,T,T
EddValentine,3816,93,F,F,F
RollieElden,3817,69,T,T,T
LarryLloyd,3818,54,F,F,T
ClemonAngelo,3819,52,F,F,T
IkeHoyt,3820,39,T,T,F
ValentineErnst,3821,21,F,F,T
BurrArchie,3822,36,T,T,F
LenHarrison,3823,76,F,T,F
MarcusArno,3824,18,F,F,F
ByrdRoman,3825,79,F,T,T
ZebLeander,3826,65,F,F,F
HansBenton,3827,92,T,T,T
IrvenCal,3828,50,T,T,T
JeffAce,3829,47,T,F,F
WatsonAngus,3830,86,T,F,T
MannieStanley,3831,23,F,T,F
AnnieLacy,3832,67,F,F,T
MerrittClay,3833,75,T,F,F
AbramAbram,3834,36,F,F,F
PabloBennie,3835,78,F,F,T
AlbinMarion,3836,68,T,T,F
EvanSarah,3837,37,T,F,T
AxelBernie,3838,53,T,T,T
WayneClare,3839,77,T,T,F
AlexanderWayne,3840,32,T,T,F
CyrilFrederick,3841,60,F,F,F
GarrettMilford,3842,35,T,F,F
MyronCooper,3843,70,F,T,F
GustCaesar,3844,22,F,T,F
HughJoel,3845,19,T,F,T
MarcusParis,3846,31,F,F,T
KellyEric,3847,92,T,F,F
IsaiahTomas,3848,95,T,T,F
JosephDee,3849,91,F,F,T
RollaSol,3850,51,T,T,F
BruceRichard,3851,63,T,T,T
NicholasWheeler,3852,44,T,F,F
EmileIssac,3853,71,F,F,F
TrumanAdelbert,3854,87,T,F,F
HeberSumner,3855,22,F,F,F
GrahamAnton,3856,45,F,T,T
AlexGarfield,3857,60,T,T,F
GarfieldJudge,3858,36,F,F,F
ColemanElmo,3859,20,F,F,T
DaytonRoger,3860,87,T,F,F
MaudeDora,3861,37,T,T,F
SidneyPearl,3862,75,T,F,F
TimFrank,3863,25,T,F,F
GastonBrady,3864,32,F,F,T
PhilEllsworth,3865,88,T,F,F
GuyMarshall,3866,67,T,T,T
DanielCarlie,3867,37,T,F,F
MiguelUrban,3868,60,T,T,F
LarryAlice,3869,99,F,T,F
JimShelton,3870,51,F,F,T
ErvingEmma,3871,28,F,F,T
DenisFrench,3872,70,F,F,F
EmmetJodie,3873,25,T,F,T
ElliottJohnny,3874,45,F,F,F
ValentineHal,3875,27,T,T,T
LonClaude,3876,38,F,T,F
BasilRoby,3877,39,F,F,T
RolandWorth,3878,55,F,T,T
TimEthel,3879,70,F,F,F
FabianBenjaman,3880,99,T,T,T
NicholasBailey,3881,62,F,T,T
CecilDouglass,3882,41,F,F,T
MitchellIvory,3883,62,T,T,T
ElishaMack,3884,26,F,T,F
MaxieEzra,3885,77,F,T,F
AlexanderAlva,3886,36,F,F,T
BynumBennie,3887,96,T,F,F
BartleyRamon,3888,42,T,F,F
FateParis,3889,48,T,T,T
FlorencioCalvin,3890,19,F,T,F
MalcolmEsequiel,3891,35,F,F,F
FernandoAlphonso,3892,29,T,T,T
BennyRoderick,3893,96,T,T,F
QuincyBurton,3894,84,T,F,F
OrenDana,3895,34,F,F,F
DennisMurray,3896,31,F,F,T
NatAndres,3897,35,F,F,T
BurtMose,3898,63,T,F,T
EarleyGrant,3899,30,T,F,F
MikeJudge,3900,30,T,F,T
WylieHoward,3901,90,T,T,F
OdiePark,3902,62,T,F,F
OscarMadison,3903,63,T,T,T
HeberSamuel,3904,68,F,F,T
LouisFranklin,3905,34,F,F,T
DelmarRamon,3906,77,F,F,F
FinleyJack,3907,78,T,T,F
RaymondToney,3908,49,T,T,T
HugoFreeman,3909,97,T,F,T
MarthaEverett,3910,81,F,F,T
RandolphLucius,3911,29,F,F,F
PriceRiley,3912,97,F,F,T
EmryPrince,3913,22,T,T,T
ClemHeber,3914,48,T,F,T
MikeToney,3915,38,F,F,F
AcieHarl,3916,89,F,F,F
ButlerEarle,3917,77,T,T,T
HobartEli,3918,36,T,T,T
AmonMatt,3919,23,T,T,T
AntonioLynn,3920,21,T,T,F
LorenBrown,3921,61,F,T,T
TomasPeyton,3922,72,F,F,F
HoratioLuke,3923,58,F,F,F
StevenGrant,3924,46,F,F,F
RuthElwood,3925,34,T,F,F
LittletonArcher,3926,86,T,F,F
OsborneEverett,3927,47,T,F,F
RileyArchibald,3928,98,F,T,F
JeanSol,3929,80,F,T,F
NicholasFrank,3930,44,F,T,F
MerrillAntonio,3931,61,T,T,F
CleaveMaurice,3932,99,T,T,T
SullivanCharley,3933,41,F,T,T
LorenAddie,3934,22,F,F,F
HarleyRudolph,3935,48,T,F,F
EthelbertCecil,3936,39,T,F,T
IvyMilton,3937,26,T,T,F
RushRupert,3938,18,T,T,F
ElzieThaddeus,3939,33,F,T,T
TedStuart,3940,22,T,T,T
HowardPalmer,3941,36,T,F,T
TheronBennie,3942,57,T,T,T
JohnnyVivian,3943,86,T,F,T
StanleyDelbert,3944,20,F,F,F
OlinLewis,3945,26,T,T,T
IdaWillard,3946,34,F,T,F
DarrellBenny,3947,55,F,F,F
MadisonMyer,3948,61,T,F,F
NatHumphrey,3949,80,T,F,F
HermanFloyd,3950,27,T,T,T
HilaryEdmund,3951,30,F,T,T
JustinEdgar,3952,98,F,T,T
BlairVester,3953,88,F,F,F
WalkerHarvy,3954,67,T,T,F
CreedMilo,3955,28,T,T,F
CarsonJuan,3956,76,F,F,F
ElmerLester,3957,91,F,T,T
EligaWayne,3958,57,T,T,F
LeonardHerbert,3959,24,T,F,T
MertonLincoln,3960,28,F,F,F
AlcideOrlo,3961,81,T,T,T
OswaldHamilton,3962,64,F,T,T
BurleighPhilip,3963,55,T,F,F
BlissAlford,3964,34,T,T,T
AliceHunter,3965,99,F,F,T
EzraJewell,3966,76,T,F,F
GroverMarcus,3967,71,T,F,T
MauricePercy,3968,38,F,F,F
GertrudeMarvin,3969,57,T,T,F
RolloMike,3970,28,F,T,T
JustinYee,3971,94,T,T,T
AnsonMason,3972,41,F,F,F
ParkerHershel,3973,53,T,T,F
LindsayJimmy,3974,43,T,F,T
HezzieJessie,3975,41,T,T,T
BurleyEdd,3976,98,F,F,F
EncarnacionMarie,3977,57,T,F,T
BasilBurnie,3978,73,T,F,F
PinkOrin,3979,65,T,F,T
DelmerAsbury,3980,67,T,T,F
IgnatiusEdwin,3981,60,T,F,F
BoyceJulian,3982,53,F,T,F
LindseyReese,3983,46,F,T,F
BurtonWong,3984,41,T,F,F
RexLeslie,3985,84,F,T,T
AlvisIke,3986,52,T,T,F
WellingtonMiner,3987,54,T,F,T
AltonCicero,3988,91,F,T,T
TroyFayette,3989,48,F,T,T
BobIda,3990,99,F,F,T
ReneEarnest,3991,31,F,T,F
AubreyMorris,3992,62,F,T,F
CleveEmil,3993,67,F,F,F
MarcusMyrtle,3994,21,T,T,T
RamonPaul,3995,29,F,F,T
LymanAndres,3996,80,T,F,F
StonewallJuluis,3997,31,T,T,T
TrumanWilliam,3998,69,T,T,F
MonroeSantiago,3999,41,T,T,T
ArchieGustav,4000,31,F,T,T
GroverSim,4001,41,F,T,T
AngusBob,4002,80,F,F,T
PerryGordon,4003,62,F,F,F
KyleBeverly,4004,73,F,F,F
AndyDelbert,4005,77,T,T,F
LaurenceAnnie,4006,39,T,F,F
RomanChin,4007,32,F,F,T
BurtJohnny,4008,80,T,T,T
JuliusChesley,4009,68,F,T,F
AllenErnest,4010,56,T,F,T
SolUrban,4011,53,F,F,F
DaleRalph,4012,32,F,F,T
AmbroseWright,4013,32,F,F,F
StevenLionel,4014,33,F,T,T
AlanRollin,4015,38,T,F,T
PerleyBernie,4016,67,T,T,T
GussMurry,4017,45,F,F,T
CleaveEdith,4018,51,T,T,F
MahlonHomer,4019,77,T,F,T
HeberPierce,4020,93,F,T,F
CaesarIrwin,4021,19,F,F,F
AnselHorace,4022,80,F,F,T
AdelbertBertrand,4023,19,T,T,T
LambertGuss,4024,75,T,T,F
IrwinDonnie,4025,74,T,F,F
AlgerHector,4026,87,T,F,T
MorrisMaynard,4027,51,T,F,T
CalAnson,4028,30,T,T,T
LandonRaymond,4029,76,F,T,F
JulienNewton,4030,49,T,T,F
ElmoreOakley,4031,59,T,F,F
GustaveJean,4032,81,T,F,T
LlewellynChristian,4033,88,T,F,T
EberBart,4034,71,F,F,T
CharleyAda,4035,43,T,F,F
MeltonLewis,4036,64,T,F,T
HeneryGerhard,4037,92,F,F,F
GeneSylvester,4038,24,F,T,T
LawsonColonel,4039,87,F,F,F
LeeGordon,4040,63,T,T,F
ElieDolphus,4041,49,T,F,F
PhilipAdam,4042,95,T,F,F
ElmoRex,4043,56,T,T,F
LeopoldLambert,4044,94,T,T,T
DeanSpurgeon,4045,47,F,F,T
JoelOrange,4046,89,T,T,T
MasonMadison,4047,44,F,F,T
VanRoy,4048,18,F,F,T
IvyNeal,4049,78,T,F,F
RichardBob,4050,81,F,T,T
BerthaMathias,4051,43,F,T,F
PinkBlaine,4052,29,F,F,T
GabrielAlan,4053,83,F,T,F
DoraSamuel,4054,39,F,F,F
JudsonPhilip,4055,35,T,T,T
OscarMillard,4056,67,T,T,F
DeeEmmitt,4057,39,T,F,F
EmmaFord,4058,37,T,T,F
HectorHazen,4059,22,T,F,T
DominicRush,4060,93,F,T,F
LevyAlan,4061,27,T,T,F
MurrayOrson,4062,57,T,T,T
EarlyRaymond,4063,91,F,F,T
PeterLuke,4064,53,T,T,F
SamuelAustin,4065,51,F,T,F
WestBenjamin,4066,30,T,F,T
GarlandPrince,4067,75,F,T,T
EllisClarance,4068,22,F,T,F
EmmitJule,4069,90,F,F,F
StewartAubrey,4070,48,T,F,T
ArtArley,4071,30,F,T,T
EvaWood,4072,65,F,F,T
DocWilber,4073,76,F,F,T
VincentBlake,4074,76,T,T,F
RufusJess,4075,84,T,T,F
VictorWilber,4076,46,T,F,T
ErnestWellington,4077,26,F,T,T
NellieBoss,4078,21,T,F,F
DrewSeward,4079,73,T,F,T
IraGustav,4080,42,F,T,F
MargaretBob,4081,85,T,T,T
GaleOran,4082,90,F,F,T
CasperCourtney,4083,94,F,T,F
HershelBarry,4084,19,T,F,F
BertHeber,4085,81,F,T,T
MyronAdrian,4086,33,T,T,F
OlafWiley,4087,32,T,F,T
UrbanJones,4088,51,F,F,T
LincolnVan,4089,97,F,F,T
JewellEffie,4090,25,F,T,F
BudNorman,4091,39,T,T,T
ElvaEmmett,4092,54,T,T,F
AbnerChauncey,4093,79,T,F,F
UriahHaywood,4094,31,T,T,T
SteveSalvatore,4095,52,T,F,F
DrewJosephine,4096,23,F,T,T
HarmonDave,4097,78,F,F,F
BlufordWaldemar,4098,44,F,T,T
VernerWard,4099,64,F,F,T
CleoAlberto,4100,44,F,T,F
TrumanHart,4101,31,T,F,F
IrvingJeremiah,4102,53,T,F,F
ElwoodFoster,4103,70,T,T,T
MyronBilly,4104,20,T,F,F
AdaColin,4105,27,T,T,F
BlaineAnnie,4106,82,T,T,F
LemuelArnold,4107,23,T,T,T
AdrianEugene,4108,96,T,F,T
LewisLyle,4109,68,T,T,F
JensHoyt,4110,59,T,T,T
BryanGarry,4111,62,T,T,F
IdaBarney,4112,79,T,T,F
LloydGolden,4113,40,T,T,F
MilasHampton,4114,85,F,F,T
GeneRolla,4115,36,F,F,F
FlemingCharley,4116,23,T,F,T
RowlandElgin,4117,21,T,T,T
HoraceHenderson,4118,90,F,T,T
MyronMathias,4119,43,T,T,F
GabrielNewton,4120,79,F,T,T
ThomasCleve,4121,72,F,F,T
DolphForest,4122,27,T,T,T
AndersonGarrett,4123,34,F,F,F
PriceIvy,4124,42,T,F,T
LoydRaymond,4125,60,T,F,T
MortimerVernie,4126,67,F,F,F
WardGiles,4127,25,T,T,T
OlenBill,4128,54,T,F,F
RogerSpencer,4129,54,T,F,F
WarnerRandolph,4130,70,T,F,F
OlafObed,4131,38,T,T,F
IsadoreClaud,4132,68,F,T,T
BradleySolon,4133,84,F,F,T
ElizabethJones,4134,67,T,F,T
EarnestVincent,4135,92,T,T,T
LouieTravis,4136,57,F,F,F
EugeneLen,4137,89,T,F,T
EdgarAlva,4138,44,F,T,T
VernHans,4139,26,T,F,F
BasilQuincy,4140,30,T,F,T
AdrianElsie,4141,87,F,T,T
EmilRoe,4142,18,F,F,F
GarlandPress,4143,77,F,T,F
UlyssesJones,4144,21,T,T,F
EdgarAmos,4145,34,F,T,T
MorganColin,4146,67,F,T,T
BentonEdith,4147,93,F,T,F
AlviaTommie,4148,86,T,T,F
AddieMarshall,4149,81,T,T,F
AnthonySteven,4150,40,F,F,T
BryantHermon,4151,88,T,F,F
GustafEmil,4152,76,T,T,T
CasimerDan,4153,74,T,T,F
SanfordSherman,4154,18,T,F,T
ChinWill,4155,70,F,T,T
CorneliousWillam,4156,22,F,T,T
MilesMarie,4157,18,F,T,F
BlaineBeverly,4158,26,T,F,F
ReinholdStephen,4159,25,T,T,F
SandyJacob,4160,19,F,F,T
RussellIsom,4161,48,T,T,T
EarlyAlpheus,4162,84,T,T,F
EbbHenry,4163,99,T,F,T
SpencerVincent,4164,58,T,F,T
CurleyNehemiah,4165,35,F,T,T
ChauncyClaudie,4166,60,F,F,T
HectorArchibald,4167,52,T,T,T
DossRoss,4168,59,F,F,F
HomerLafayette,4169,47,F,F,F
TheoMatt,4170,90,F,F,F
BradyAmbrose,4171,78,T,T,T
GrantLeroy,4172,63,T,T,F
WeldonAlton,4173,87,T,F,T
ArvidRocco,4174,71,T,T,F
PercivalHilton,4175,83,T,F,F
ErastusPerry,4176,20,T,T,F
DennieFelix,4177,96,F,T,T
OlafOlaf,4178,28,F,T,T
MalcolmFelix,4179,47,T,T,F
